station_number,station_name,station_short_name,station_type,cdec_id,site_code,latitude,longitude,lldatum,positional_accuracy,County
07N02E35D002M,RD 2068 Well 1B middle screen 213-238 ft bgs,RD2068 MW-1B middle,Groundwater,,384159N1217303W002,38.4159,-121.7303,NAD83,"GPS, 10m",Solano
07N02E35D003M,RD 2068 Well 1C deep screen 430-440 ft bgs,RD2068 MW-1C deep,Groundwater,,384159N1217303W003,38.4159,-121.7303,NAD83,"GPS, 10m",Solano
A0025800,Red Bank Creek at Highway 99W near Red Bluff,RED BANK C A HWY99W,Water Quality,,,40.14155,-122.21228,NAD83,Unknown,Tehama
A03460,Red Bank Creek near Red Bluff,Red Bank Cr nr Red B,Surface Water,,,40.089765,-122.413386,NAD83,Unknown,Tehama
A02540025,Red Bank US TCC,,Not known,,,0,0,,Unknown,Tehama
F5510000,Redwood Creek at Orick,REDWOOD C A OR,Water Quality,,,41.2883,-124.05883,NAD83,Unknown,Humboldt
A00268,Reeds Creek at Wilder Road near Red Bluff,Reeds Cr @ Wilder Rd,Surface Water,,,40.164123,-122.274763,NAD83,Unknown,Tehama
A02939,Ridge Cut Slough @ Knight's Landing,Ridge Cut Slough,Surface Water,RCS,,38.7935092,-121.7254581,NAD83,"GPS, 10m",Yolo
A0D84761435,Ridge Cut Slough at Hwy 113,RCS,Water Quality,RCS,,38.793457,-121.725447,WGS84,Unknown,Yolo
13N04E11J001M,Rio Oso Grove Ag Well 1 screen 144-360 ft bgs,ROG-1,Groundwater,,389883N1214883W001,38.9883,-121.4883,NAD83,"GPS, 10m",Sutter
11N02E05F001M,River Garden Farms Field 65 Well,RGF Field 65,Groundwater,,388293N1217784W001,38.829343,-121.778414,NAD83,"GPS, 10m",Yolo
11N02E05C002M,River Garden Farms Field 71-231 screen 216-226 ft bgs,RGF Field 71-231,Groundwater,,388361N1217778W003,38.836091,-121.777839,NAD83,"GPS, 10m",Yolo
12N02E33P003M,River Garden Farms Field 93-360 screen 320-350 ft bgs,RGF Field 93-360,Groundwater,,388368N1217584W003,38.83684,-121.758433,NAD83,"GPS, 10m",Yolo
E33751,Roaring River At Pelican Point,Roaring @ Pelican Po,Surface Water,,,0,0,,Unknown,Unknown
B95218,Rock Slough above Contra Costa Canal,Rock Sl abv Contra C,Surface Water,RSL,,37.97705556,-121.6421944,NAD83,Unknown,Contra Costa
B95222,Rock Slough at Contra Costa Canal Fish Screen,RS at CCWD FS,Surface Water,,,37.870944,-121.642194,NAD83,"GPS, 10m",Contra Costa
B9522200,Rock Slough at Contra Costa Canal Fish Screen,RS at CCWD FS,Water Quality,,,37.9761869,-121.6397899,NAD83,"GPS, 10m",Contra Costa
B9521600,Rock Slough at Delta Road Bridge,Rock Sl @ Delta Road,Water Quality,,,37.9767449,-121.6200699,NAD83,Unknown,Contra Costa
A0C85051515,Rominger Bridge at Colusa Basin Drain,Rominger Bridge,Water Quality,,,38.812214,-121.774258,WGS84,Unknown,Yolo
05N03E21H001M,Ryer Island (RD 501) Well 99-1 screen 33-38 ft bgs,Ryer MW-1,Groundwater,,382657N1216408W001,38.26574339,-121.6408096,NAD83,"Survey, 1m",Solano
05N03E16A002M,Ryer Island (RD 501) Well 99-10 screen 8-13 ft bgs,Ryer MW-10,Groundwater,,382845N1216419W002,38.28453651,-121.6418769,NAD83,"Survey, 1m",Solano
05N03E16R001M,Ryer Island (RD 501) Well 99-11 screen 53-58 ft bgs,Ryer MW-11,Groundwater,,382711N1216419W001,38.2711299,-121.6419145,NAD83,"Survey, 1m",Solano
05N03E21H002M,Ryer Island (RD 501) Well 99-2 screen 5-10 ft bgs,Ryer MW-2,Groundwater,,382657N1216408W002,38.26574339,-121.6408096,NAD83,"Survey, 1m",Solano
05N03E16J001M,Ryer Island (RD 501) Well 99-3 screen 34-39 ft bgs,Ryer MW-3,Groundwater,,382742N1216399W001,38.27417177,-121.639888,NAD83,"Survey, 1m",Solano
05N03E16J002M,Ryer Island (RD 501) Well 99-4 screen 8-13 ft bgs,Ryer MW-4,Groundwater,,382742N1216399W002,38.27417072,-121.6399062,NAD83,"Survey, 1m",Solano
05N03E15P001M,Ryer Island (RD 501) Well 99-5 screen 33-38 ft bgs,Ryer MW-5,Groundwater,,382728N1216299W001,38.27280057,-121.6298577,NAD83,"Survey, 1m",Solano
05N03E15P002M,Ryer Island (RD 501) Well 99-6 screen 8-13 ft bgs,Ryer MW-6,Groundwater,,382728N1216299W002,38.27280145,-121.6298837,NAD83,"Survey, 1m",Solano
05N03E15F001M,Ryer Island (RD 501) Well 99-7 screen 33-38 ft bgs,Ryer MW-7,Groundwater,,382797N1216324W001,38.27965087,-121.6323684,NAD83,"Survey, 1m",Solano
05N03E15F002M,Ryer Island (RD 501) Well 99-8 screen 9-14 ft bgs,Ryer MW-8,Groundwater,,382796N1216324W001,38.27964821,-121.6323878,NAD83,"Survey, 1m",Solano
05N03E16A001M,Ryer Island (RD 501) Well 99-9 screen 33-38 ft bgs,Ryer MW-9,Groundwater,,382845N1216419W001,38.28453651,-121.6418769,NAD83,"Survey, 1m",Solano
B94150,S.F. Mokelumne River at New Hope Bridge,S.F. Mokelumne @ New,Tide Station,,,38.22527778,-121.4908333,NAD83,Unknown,San Joaquin
09N04E20N002M,Sacramento Bypass Monitoring Well - Deep,Sac Bypass Deep,Groundwater,,386062N1215602W002,38.606329,-121.560173,NAD83,"GPS, 10m",Yolo
09N04E20N001M,Sacramento Bypass Monitoring Well - Shallow,Sac Bypass Shallow,Groundwater,,386062N1215602W001,38.606329,-121.560173,NAD83,"GPS, 10m",Yolo
A02700,Sacramento R. @ Vina Br. nr Corning (main channel only),Sac. R. @ Vina (Chn),Surface Water,VIN,,39.908738,-122.092467,NAD83,Unknown,Tehama
A02701,Sacramento R. @ Vina Br. nr Corning (overflow only),Sac. R. @ Vina (OF),Surface Water,VNO,,39.908738,-122.092467,NAD83,Unknown,Tehama
B9D82211312,Sacramento River @ Hood (DES),Hood (DES),Water Quality,,,38.368611,-121.52056,NAD83,Unknown,Sacramento
A0223002,Sacramento River above CBD near Knights Landing,SAC AB CBD,Water Quality,,,38.80521,-121.72372,NAD83,Unknown,Sutter
A02108,Sacramento River above Sacramento Weir,SacR. abv Sac Weir,Surface Water,,,38.60855556,-121.5599167,NAD83,Unknown,Sacramento
A0281500,Sacramento River at Balls Ferry,SAC A BALLS FERRY,Water Quality,,,40.41762,-122.19334,NAD83,Unknown,Tehama
A02785,Sacramento River at Bend Bridge near Red Bluff,Sac. R. @ Bend Bridg,Surface Water,,,40.263657,-122.222964,NAD83,Unknown,Tehama
A0278500,Sacramento River at Bend Bridge near Red Bluff,Sac. R. @ Bend Bridg,Water Quality,,,40.26387,-122.223,NAD83,Unknown,Tehama
A02104,Sacramento River at Bryte Lab,SacR. @ Bryte Lab,Tide Station,BYL,,38.6,-121.5397222,NAD83,"GPS, 10m",Yolo
A02500,Sacramento River at Butte City,Sac. R. @ Butte City,Surface Water,BTC,,39.457839,-121.994163,NAD83,Unknown,Glenn
A02400,Sacramento River at Butte Slough Outfall Gates,Sac. R. @ Butte Sl O,Surface Water,SBS,,39.194797,-121.936619,NAD83,Unknown,Colusa
B91110,Sacramento River at Collinsville,Sac. @ Collinsville,Surface Water,,,38.07361111,-121.855,NAD27,Unknown,Unknown
A0242000,Sacramento River at Colusa,SAC A COLUSA,Water Quality,,,39.21402,-122.00031,NAD83,Unknown,Colusa
A2130000,Sacramento River at Delta,SAC A DELTA,Water Quality,,,40.93823,-122.41887,NAD83,Unknown,Sacramento
B91120,Sacramento River at Emmaton,SacR. @ Emmaton,Surface Water,,,38.08388889,-121.7388889,NAD83,Unknown,Sacramento
A02160,Sacramento River at Fremont Weir (East End),SacR. @ Fremont East,Surface Water,,,38.76527778,-121.6350833,NAD83,Unknown,Sacramento
A02170,Sacramento River at Fremont Weir (West End),SacR. @ Fremont West,Surface Water,FRE,,38.75944444,-121.6663889,NAD83,Unknown,Sutter
A0263000,Sacramento River at Hamilton City,Sac. R. @ Hamilton C,Water Quality,,,39.7511,-121.99798,NAD83,Unknown,Glenn
A02630,Sacramento River at Hamilton City (main channel only),Sac. R. @ Hamilton C,Surface Water,HMC,,39.750925,-121.997877,NAD83,Unknown,Glenn
B91780,Sacramento River At Hood,Sac. @ Hood,Surface Water,,,0,0,,Unknown,Unknown
A02200,Sacramento River at Knights Landing,Sac. R. @ Knights L.,Surface Water,KNL,,38.803348,-121.716391,NAD83,Unknown,Sutter
E03355,Sacramento River At Mallard Island,Sac. @ Mallard Islan,Surface Water,,,0,0,,Unknown,Unknown
A02380,Sacramento River at Meridian,Sac. R. @ Meridian,Surface Water,,,39.145124,-121.918442,NAD83,Unknown,Colusa
A02570,Sacramento River at Ord Ferry (main channel only),Sac. R. @ Ord Ferry,Surface Water,ORD,,39.628132,-121.993182,NAD83,Unknown,Glenn
B91210,Sacramento River at Rio Vista (Army Base),Sac. @ Rio Vista (Ar,Tide Station,,,38.15972222,-121.6938889,NAD83,"GPS, 10m",Solano
B91212,Sacramento River at Rio Vista Bridge,SacR. @ Rio Vista,Tide Station,RVB,,38.15972222,-121.6863889,NAD83,Unknown,Solano
A02100,Sacramento River at Sacramento (I Street),SacR. @ Sac Ist,Surface Water,IST,,38.58861111,-121.505,NAD83,"GPS, 10m",Sacramento
B91750,Sacramento River at Snodgrass Slough,Sac. @ Snodgrass Sl,Tide Station,,,38.34958333,-121.5335556,NAD83,Unknown,Sacramento
B91160,Sacramento River at Three-Mile Slough,SacR. @ 3-MileSlough,Surface Water,TMS,,38.10611111,-121.701,NAD83,Unknown,Sacramento
A0215000,Sacramento River at Verona,Sacramento R A Veron,Water Quality,,,38.77976,-121.60398,NAD83,Unknown,Sutter
A0270000,Sacramento River at Vina Bridge near Corning,Sac. R. @ Vina Bridg,Water Quality,,,39.90876,-122.09226,NAD83,Unknown,Tehama
B91650,Sacramento River at Walnut Grove,Sac. @ Walnut Grove,Surface Water,,,38.24222222,-121.5166667,NAD83,Unknown,Sacramento
B91651,Sacramento River at Walnut Grove Stage,Sac. @ Walnut Gve (S,Surface Water,WGS,,38.239469,-121.516736,,Unknown,Sacramento
A0219501,Sacramento River below Knights Landing,SAC BL KL,Water Quality,,,38.76064,-121.67824,NAD83,Unknown,Sutter
A0275890,Sacramento River below Red Bluff,Sac R bl Red Bluff,Water Quality,,,40.1536,-122.1991,NAD83,Unknown,Tehama
B91250Q,Sacramento River Downstream of Isleton,Sac R ds of Isleton,Tide Station,SOI,,38.17548,-121.656863,NAD83,"GPS, 10m",Sacramento
B9125000,Sacramento River Downstream of Isleton (WQ),Sac R ds of Isleton,Water Quality,SOI,,38.1755859,-121.6569059,NAD83,"GPS, 10m",Sacramento
A02450,Sacramento River opposite Moulton Weir,Sac. R opp. Moulton,Surface Water,,,39.34333,-122.03187,NAD83,Unknown,Colusa
12N02E21Q001M,Sacramento River Well 1A shallow screen 54-64 ft bgs,SR-1A shallow,Groundwater,,388813N1217525W001,38.869027,-121.752499,NAD83,"GPS, 10m",Yolo
12N02E21Q002M,Sacramento River Well 1B middle screen 254-274 ft bgs,SR-1B middle,Groundwater,,388813N1217525W002,38.869027,-121.752499,NAD83,"GPS, 10m",Yolo
12N02E21Q003M,Sacramento River well 1C deep screen 548-568 ft bgs,SR-1C deep,Groundwater,,388813N1217525W003,38.869027,-121.752499,NAD83,"GPS, 10m",Yolo
A02925,Sacramento Slough near Karnak,Sac. Sl. nr Karnak,Surface Water,SSK,,38.779365,-121.637754,NAD83,Unknown,Sutter
D21325,Salinas River near Gonzalez,Salinas nr Gonzalez,Surface Water,,,36.4880333,-121.4685888,NAD83,1/250000,Monterey
F3410000,Salmon River at Somes Bar,SALMON R A SOMES,Water Quality,,,41.37695,-123.47736,NAD83,Unknown,Siskiyou
B00470,Salt Slough near Stevinson,Salt Sl nr Stevinson,Surface Water,,,37.294267,-120.851233,NAD83,"GPS, 10m",Merced
B95740,San Joaquin River @ Brandt Bridge,San Joaquin (BDT),Surface Water,BDT,,37.8646267,-121.3230811,NAD83,"GPS, 10m",San Joaquin
B95740Q,San Joaquin River @ Brandt Bridge,San Joaquin (BDT),Tide Station,BDT,,37.8646267,-121.3230811,NAD83,"GPS, 10m",San Joaquin
B9578200,San Joaquin River @ Dos Reis Park,Dos Reis,Water Quality,,,37.83069444,-121.3115833,NAD83,Unknown,San Joaquin
B95820,San Joaquin River @ Mossdale,San Joaquin (MSD),Surface Water,MSD,,37.7861406,-121.3064897,NAD83,"GPS, 10m",San Joaquin
B95820Q,San Joaquin River @ Mossdale,San Joaquin (MSD),Tide Station,MSD,,37.7861406,-121.3064897,NAD83,"GPS, 10m",San Joaquin
B0702000,San Joaquin River @ Vernalis,Vernalis,Water Quality,,,37.6793,-121.265,NAD83,Unknown,San Joaquin
B95760,San Joaquin River above Dos Reis,SJR above Dos Reis,Tide Station,SJD,,37.8223312,-121.3177244,NAD83,"GPS, 10m",San Joaquin
B9576000,San Joaquin River above Dos Reis Park,SJR abv Dos Reis,Water Quality,SJD,,37.8223261,-121.3177114,NAD83,"GPS, 10m",San Joaquin
B95020,San Joaquin River at Antioch,San Joaquin @ Antioc,Surface Water,ANH,,38.01777778,-121.8030556,NAD83,Unknown,Contra Costa
B95029,San Joaquin River at Blind Point,San Joaquin @ Blind,Surface Water,,,38.0325,-121.719083,NAD83,"GPS, 10m",San Joaquin
B9502900,San Joaquin River at Blind Point,San Joaquin @ Blind,Water Quality,,,38.0324949,-121.7190699,NAD83,"GPS, 10m",San Joaquin
B95880,San Joaquin River at D.V.I. Pump,SJR at D.V.I. Pump,Surface Water,,,37.75002778,-121.3028889,NAD83,Unknown,San Joaquin
B07375,San Joaquin River at Fremont Ford Bridge,San Joaquin @ Fremon,Surface Water,,,37.309939,-120.92937,NAD83,1/250000,Merced
B07040,San Joaquin River at Maze Road Bridge,San Joaquin @ Maze R,Surface Water,MRB,,37.641317,-121.222867,NAD83,"GPS, 10m",Stanislaus
B07200,San Joaquin River at Patterson Bridge,San Joaquin @ Patter,Surface Water,SJP,,37.493717,-121.080967,NAD83,"GPS, 10m",Stanislaus
B95620,San Joaquin River at Rindge Pump,San Joaquin @ Rindge,Tide Station,,,37.99722222,-121.4194444,NAD83,Unknown,San Joaquin
B95100,San Joaquin River at San Andreas Landing (SSA),San Joaquin @ San An,Tide Station,SSA,,38.10333333,-121.5913889,NAD83,Unknown,Sacramento
B95580,San Joaquin River at Venice Island,San Joaquin @ Venice,Tide Station,VNI,,38.05,-121.4966667,NAD83,Unknown,San Joaquin
B07798,San Joaquin River below Control Structure,San Joaquin blw Cont,Surface Water,,,36.773282,-120.28711,NAD83,1/250000,Madera
B95765,San Joaquin River below Old River near Lathrop,San Joaquin (SJL),Surface Water,SJL,,37.8109919,-121.3239944,NAD83,"GPS, 10m",San Joaquin
B95765Q,San Joaquin River below Old River near Lathrop,San Joaquin (SJL),Tide Station,SJL,,37.8109919,-121.3239944,NAD83,"GPS, 10m",San Joaquin
B95850,San Joaquin River below Paradise Dam,SJR blw Paradise Dam,Surface Water,,,37.76055556,-121.3092778,NAD83,Unknown,San Joaquin
B95640Q,San Joaquin River near Buckley Cove,Buckley Cove,Tide Station,SJC,,37.98026611,-121.3857175,NAD83,"GPS, 10m",San Joaquin
B07610,San Joaquin River near Dos Palos,San Joaquin nr Dos P,Surface Water,SDP,,36.994946,-120.501013,NAD83,1/250000,Fresno
B07590,San Joaquin River near HWY 152,SJH,Surface Water,SJH,,37.05542,-120.548302,,Unknown,Fresno
B07710,San Joaquin River near Mendota,San Joaquin nr Mendo,Surface Water,,,36.809949,-120.37767,NAD83,1/250000,Fresno
B07400,San Joaquin River near Stevinson,San Joaquin nr Stevi,Surface Water,SJS,,37.294,-120.851,NAD83,"GPS, 10m",Merced
B07575,San Joaquin River Near Washington Road,San Joaquin nr Washi,Surface Water,SWA,,37.1114,-120.590617,NAD83,"GPS, 10m",Fresno
D01180,San Lorenzo River at Paradise Park,San Lorenzo @ Paradi,Surface Water,,,37.010227,-122.043853,NAD83,1/250000,Santa Cruz
X31050,San Luis Rey R A Pauma Valley,PAU SRO,Surface Water,PAU,X3-1050,33.313297,-117.00093,NAD83,Unknown,San Diego
Z31750,Sanata Clara R A MRCA BR,RVA SRO,Surface Water,RVA,Z3-1750,34.43865,118.27802,NAD83,Unknown,Los Angeles
13N11W17Q001M,Sanel Valley Well 1 screen 84-103 ft bgs,SV-1,Groundwater,,389812N1230889W001,38.981237,-123.088911,NAD83,"Survey, 1m",Mendocino
13N11W19H001M,Sanel Valley Well 2A screen 24-43 ft bgs,SV-2A,Groundwater,,389722N1231033W001,38.9722,-123.1033,NAD83,"Survey, 1m",Mendocino
13N11W19H002M,Sanel Valley Well 2B screen 57-66 ft bgs,SV-2B,Groundwater,,389722N1231033W002,38.9722,-123.1033,NAD83,"Survey, 1m",Mendocino
F25040,Scott River near Scott Bar,SNB,Surface Water,SNB,,41.775417,-123.035028,NAD83,Unknown,Siskiyou
F26050,"Scott River, East Fork, at Callahan","Scott R, East Fork",Surface Water,,,41.311247,-122.800799,NAD83,Unknown,Siskiyou
F28100,"Scott River, South Fork, near Callahan","Scott R, South Fork",Surface Water,,,41.295359,-122.809504,NAD83,Unknown,Siskiyou
A81845,Scotts Creek at Eickhoff Road near Lakeport,Scotts Cr @ Eickhoff,Surface Water,SCS,,39.095449,-122.961045,NAD83,Unknown,Lake
29N04W03R002M,Sha_03R002M screen interval 740-880 ft bgs,Screen: 740-880 ft,Groundwater,,403929N1222944W001,40.392931,-122.294453,NAD83,"GPS, 10m",Shasta
29N04W03R003M,Sha_03R003M screen interval 515-660 ft bgs,Screen: 515-660 ft,Groundwater,,403929N1222945W001,40.392931,-122.294453,NAD83,"GPS, 10m",Shasta
29N04W03R004M,Sha_03R004M screened interval 380-390 ft bgs,Screen: 380-390 ft,Groundwater,,403929N1222945W002,40.392931,-122.294453,NAD83,"GPS, 10m",Shasta
29N04W03R005M,Sha_03R005M screened interval 128-188 ft bgs,Screen: 128-188 ft,Groundwater,,403929N1222945W003,40.392931,-122.294453,NAD83,"GPS, 10m",Shasta
29N04W03R006M,Sha_03R006M screened interval 40-60 ft bgs,Screen: 40-60 ft,Groundwater,,403929N1222945W004,40.392931,-122.294453,NAD83,"GPS, 10m",Shasta
30N04W10H002M,SHA_10H002M screen interval 20 to 40 bgs,Screen: 20-40 ft,Groundwater,,404707N1222954W001,40.4707,-122.2954,NAD83,Unknown,Shasta
30N04W10H003M,SHA_10H003M screen interval 100 to 150 bgs,Screen: 100-150 ft,Groundwater,,404707N1222954W002,40.4707,-122.2954,NAD83,Unknown,Shasta
30N04W10H004M,SHA_10H004M screen interval 35 to 55 bgs,10H004M shallow,Groundwater,,404705N1222952W001,40.47052,-122.295136,WGS84,"GPS, 10m",Shasta
30N04W10H005M,SHA_10H005M screen interval 110 to 160 bgs,ACID 10H005M,Groundwater,,404704N1222952W001,40.470478,-122.295155,WGS84,"GPS, 10m",Shasta
30N03W18B001M,SHA_18B001M screen interval 30 to 50 bgs,Screen: 30-50 ft,Groundwater,,404614N1222443W001,40.461329,-122.244303,NAD83,Unknown,Shasta
30N03W18B002M,SHA_18B002M screen interval 110 to 160 bgs,Screen: 110-160 ft,Groundwater,,404614N1222443W002,40.461331,-122.244265,NAD83,Unknown,Shasta
30N04W22F002M,SHA_22F002M screen interval 70 to 110 bgs,Screen: 70-110 ft,Groundwater,,404412N1223015W001,40.441159,-122.301553,NAD83,Unknown,Shasta
30N04W22F003M,SHA_22F003M screen interval 170 to 200 bgs,Screen: 170-200 ft,Groundwater,,404411N1223015W001,40.441123,-122.301538,NAD83,Unknown,Shasta
30N04W22F004M,SHA_22F004M screen interval 480 to 520 bgs,Screen: 480-520 ft,Groundwater,,404412N1223018W001,40.44123583,-122.3017765,NAD83,Unknown,Shasta
31N04W22P001M,SHA_22P001M screen interval 600 to 660 bgs,31N04W22P001M,Groundwater,,405224N1223091W002,40.5223917,-122.3091367,NAD83,"Survey, 1m",Shasta
31N04W22P002M,SHA_22P002M screen interval 470 to 510 bgs,31N04W22P002M,Groundwater,,405224N1223091W004,40.5223931,-122.3091373,NAD83,"Survey, 1m",Shasta
31N04W22P003M,SHA_22P003M screen interval 170 to 280 bgs,31N04W22P003M,Groundwater,,405224N1223091W006,40.5223923,-122.3091349,NAD83,"Survey, 1m",Shasta
31N04W22P004M,SHA_22P004M screen interval 85 to 105 bgs,31N04W22P004M,Groundwater,,405224N1223091W008,40.5223936,-122.3091356,NAD83,"Survey, 1m",Shasta
30N04W23M001M,SHA_23M001M screen interval 80 to 110 bgs,Screen: 80-110 ft,Groundwater,,404377N1222883W001,40.43773944,-122.288336,NAD83,Unknown,Shasta
30N04W23M002M,SHA_23M002M screen interval 140 to 180 bgs,Screen: 140-180 ft,Groundwater,,404377N1222883W002,40.43775711,-122.2882768,NAD83,Unknown,Shasta
30N04W25D003M,SHA_25D003M screen interval 100 to 120 bgs,Screen: 100-120 ft,Groundwater,,404310N1222731W001,40.43101428,-122.2731396,NAD83,Unknown,Shasta
30N04W25D004M,SHA_25D004M screen interval 150 to 200 bgs,Screen: 150-200 ft,Groundwater,,404311N1222732W001,40.43105944,-122.2731626,NAD83,Unknown,Shasta
31N04W29R004M,SHA_29R004M screen interval 169 to 209,R04M,Groundwater,,405074N1223383W001,40.5074,-122.3383,WGS84,"GPS, 10m",Shasta
31N04W29R006M,SHA_29R006M screen interval 245 to 325,R06M,Groundwater,,405073N1223383W001,40.5073,-122.3383,WGS84,"GPS, 10m",Shasta
30N03W30Q002M,SHA_30Q002M screen interval 70 to 100 bgs,Screen: 70-100 ft,Groundwater,,404195N1222463W001,40.419478,-122.246346,NAD83,Unknown,Shasta
30N03W32P003M,SHA_32P003M screen interval 60 to 100 bgs,Screen: 60-100 ft,Groundwater,,404061N1222301W001,40.40599656,-122.2300515,NAD83,Unknown,Shasta
38N05E35P001M,SHA_35P001M screen interval 20 to 21.5,38N05E35P001M,Groundwater,,410805N1213651W001,41.0805,-121.3651,WGS84,"GPS, 10m",Shasta
F25484,Shackleford Creek near Mugginsville,SCK,Surface Water,SCK,,41.624813,-122.965664,NAD83,Unknown,Siskiyou
F21368,Shasta R ab GID PP nr Grenada,Shasta R ab GID PP,Surface Water,SPU,,41.61,-122.471111,NAD83,Unknown,Siskiyou
F21393,Shasta River below Dwinnell Reservoir near Edgewood,Shasta R bl Dwinnell,Surface Water,,,41.04321667,-122.3768889,NAD83,"GPS, 10m",Siskiyou
F21394,Shasta River Cross Canal Weir at Dwinnell Dam (PrioRt),Shasta R XCanal Weir,Surface Water,SRX,,41.54199,-122.3747,NAD83,Unknown,Siskiyou
F21675,Shasta River near Edgewood (lower),SRE,Surface Water,SRE,,41.47288,-122.439399,NAD83,Unknown,Siskiyou
F21700,Shasta River near Edgewood (upper),Shasta R. nr Edge,Surface Water,,,41.47098,-122.440878,NAD83,Unknown,Siskiyou
F21370,Shasta River near Grenada,Shasta R nr Grenada,Surface Water,SRG,,41.607727,-122.45276,NAD83,Unknown,Siskiyou
F2105000,Shasta River near Yreka,SHASTA R NEAR YREKA,Water Quality,,,41.82316,-122.59518,NAD83,Unknown,Siskiyou
B81150,Silver Creek near Panoche,Silver Cr nr Panoche,Surface Water,,,36.59162,-120.684341,NAD83,1/250000,Fresno
48N04E13K001M,SIS_13K001M screen interval 935 to 1557 bgs,Screen: 935-1557 ft,Groundwater,,419971N1214519W001,41.997039,-121.45195,NAD83,Unknown,Siskiyou
48N04E14M001M,SIS_14M001M screen interval 36 to 127 bgs,Screen: 36-127 ft,Groundwater,,419972N1214843W001,41.997213,-121.484248,NAD83,Unknown,Siskiyou
48N04E15K001M,SIS_15K001M screen interval 1212 to 1433 bgs,Screen: 1212-1433 ft,Groundwater,,419978N1214931W001,41.997792,-121.493084,NAD83,Unknown,Siskiyou
48N04E16M001M,SIS_16M001M screen interval 1053 to 1537 bgs,Screen: 1053-1537 ft,Groundwater,,419979N1215251W001,41.997942,-121.525125,NAD83,Unknown,Siskiyou
48N04E16P003M,SIS_16P003M screen interval less than 1200 bgs,Screen: Unknown,Groundwater,,419966N1215163W001,41.996289,-121.515967,NAD83,Unknown,Siskiyou
48N04E18J001M,SIS_18J001M screen interval 1260 to 1540 bgs,Screen: 1260-1540 ft,Groundwater,,419980N1215455W001,41.997975,-121.545492,NAD83,Unknown,Siskiyou
47N01W27D001M,SIS_27D001M screen interval 1080 to 1090 ft bgs,BVA1,Groundwater,,418943N1219748W001,41.89439222,-121.9748336,NAD83,"Survey, 1m",Siskiyou
47N01W27D002M,SIS_27D002M screen interval 790 to 850 ft bgs,BVA2,Groundwater,,418943N1219748W002,41.89439222,-121.9748336,WGS84,"Survey, 1m",Siskiyou
47N01W27D003M,SIS_27D003M screen interval 185 to 215 ft bgs,BVA3,Groundwater,,418943N1219748W003,41.89439222,-121.9748336,WGS84,"Survey, 1m",Siskiyou
47N01W27D004M,SIS_27D004M screen interval 80 to 100 ft bgs,BVA4,Groundwater,,418943N1219748W004,41.89439222,-121.9748336,WGS84,"Survey, 1m",Siskiyou
43N06W28B001M,SIS_28B001M screen interval 400 to 420 bgs,43N06W28B001M,Groundwater,,415506N1225446W002,41.550591,-122.544563,NAD83,"Survey, 1m",Siskiyou
43N06W28B002M,SIS_28B002M screen interval 360 to 370 bgs,43N06W28B002M,Groundwater,,415506N1225446W004,41.550591,-122.544563,NAD83,"Survey, 1m",Siskiyou
43N06W28B003M,SIS_28B003M screen interval 260 to 290 bgs,43N06W28B003M,Groundwater,,415506N1225446W006,41.550591,-122.544563,NAD83,"Survey, 1m",Siskiyou
43N06W28B004M,SIS_28B004M screen interval 180 to 200 bgs,43N06W28B004M,Groundwater,,415506N1225446W008,41.550591,-122.544563,NAD83,"Survey, 1m",Siskiyou
48N04E30F001M,SIS_30F001M screen interval 25 to 142 bgs,Screen: 25-142 ft,Groundwater,,419726N1215574W001,41.97259403,-121.5574037,NAD83,Unknown,Siskiyou
48N04E30F002M,SIS_30F002M screen interval 260 to 700 bgs,Screen: 260-700 ft,Groundwater,,419721N1215567W001,41.972031,-121.556709,NAD83,Unknown,Siskiyou
48N04E30L001M,SIS_30L001M screen interval less than 50 bgs,Screen: Unknown,Groundwater,,419693N1215586W001,41.969267,-121.5586,NAD83,Unknown,Siskiyou
48N04E35C001M,SIS_35C001M screen interval 2561 to 2761 bgs,Screen: 2561-2761 ft,Groundwater,,419605N1214815W001,41.960784,-121.481067,NAD83,"GPS, 10m",Siskiyou
F0129950,Smith River at Hiouchi,SMITH R A HIOUCHI,Water Quality,,,41.79163,-124.07707,NAD83,Unknown,Del Norte
A1400901,South Fork Pit River upstream Modoc NWR Diversion,SF Pit R US MNWR Div,Water Quality,,,41.41612111,-120.5448307,,Unknown,Modoc
A4400050,South Fork Trinity River at Hwy 299,SF Trinity R HWY299,Water Quality,,,40.889346,-123.602618,WGS84,Unknown,Trinity
A05775,South Honcut Creek near Bangor,S.HoncutCrk nr Bngr,Surface Water,SFH,,39.36777778,-121.3722222,NAD83,Unknown,Butte
A5423000,Spanish Creek downstream from Greenhorn Creek confluenc,Spanish C DS Greenho,Water Quality,,,39.9758,-120.9059,NAD83,Unknown,Plumas
B03115,Stanislaus River at Koetitz Ranch,Stanislaus @ Koetitz,Surface Water,KOT,,37.699917,-121.170083,NAD83,"GPS, 10m",Stanislaus
B03175,Stanislaus River at Orange Blossom Bridge,Stanislaus @ Orange,Surface Water,OBB,,37.78825,-120.7625,NAD83,"GPS, 10m",Stanislaus
B91479,Steamboat Slough Below Sutter Slough,Steamboat Sl blw Sut,Surface Water,,,38.25,-121.6020833,NAD83,Unknown,Sacramento
